2685	1	1	2190
2692	2664	888	5620
2697	1	1	2190
2698	7	6	3040
2700	1	1	2190
2704	1	1	2190
2705	351	88	4740
2706	37	9	3760
2707	3058	1748	5680
2709	18561	17140	6460
2710	73	57	4060
2715	7	7	3040
2717	2	2	2490
2719	201	136	4500
2720	400	341	4790
2721	8	8	3100
2722	1	1	2190
2723	184	163	4460
2724	640	485	5000
2725	10	6	3190
2729	1	1	2190
2730	42	28	3820
2732	69	37	4030
2742	2	1	2490
2747	1	1	2190
2751	1	1	2190
2755	1	1	2190
2756	2	1	2490
2759	34	34	3720
2764	43	40	3830
2767	17	15	3420
2768	2	2	2490
2771	2	2	2490
2774	12	11	3270
2775	2	1	2490
2776	1	1	2190
2791	1	1	2190
2795	1	1	2190
2797	314	258	4690
2804	2	2	2490
2811	3	3	2670
2812	2	2	2490
2814	5	5	2890
2818	1	1	2190
2820	64	38	4000
2822	80	6	4100
2823	1	1	2190
2824	1	1	2190
2825	1	1	2190
2826	4	3	2790
2827	6	6	2970
2831	1	1	2190
2834	17	1	3420
2835	52	7	3910
2837	1	1	2190
2845	6	4	2970
2847	40	15	3790
2848	57	42	3950
2849	153	92	4380
2853	1	1	2190
2854	8	6	3100
2861	763	472	5080
2862	29	28	3660
2866	199	147	4490
2870	4	4	2790
2872	144	120	4350
2873	198	131	4490
2874	29	9	3660
2886	1	1	2190
2888	1	1	2190
2889	6	2	2970
2891	197	153	4490
2892	3	2	2670
2900	1	1	2190
2902	4	4	2790
2908	6	6	2970
2910	18	11	3450
2911	4	3	2790
2914	1	1	2190
2915	18	6	3450
2923	24	20	3570
2924	2	2	2490
2926	1	1	2190
2927	54	37	3930
2930	2	1	2490
2934	1	1	2190
2939	6	3	2970
2942	1	1	2190
2951	4	1	2790
2955	42	29	3820
2959	1	1	2190
2962	1	1	2190
2969	39	29	3780
2976	27	23	3620
2977	9	8	3150
2979	1	1	2190
2980	4	4	2790
2986	43	26	3830
2989	4361	361	5830
2990	4	4	2790
2992	2	1	2490
2993	308	186	4680
2995	12	9	3270
2996	9	9	3150
3002	3	2	2670
3003	10	9	3190
3004	20	11	3490
3006	5	5	2890
3014	12	10	3270
3017	1	1	2190
3019	1	1	2190
3020	15	11	3370
3025	1	1	2190
3027	1	1	2190
3029	7	6	3040
3030	1	1	2190
3031	1	1	2190
3032	2	2	2490
3033	2	1	2490
3034	10	8	3190
3035	15	10	3370
3036	1	1	2190
3050	42	37	3820
3051	33	27	3710
3053	12	11	3270
3056	21	9	3510
3058	15	8	3370
3059	6	4	2970
3060	30	28	3670
3061	1	1	2190
3062	1	1	2190
3065	3	2	2670
3066	30	5	3670
3069	82	28	4110
3071	3	3	2670
3075	4	4	2790
3076	556	157	4940
3078	272	214	4630
3081	15	5	3370
3082	1	1	2190
3085	7	6	3040
3088	8	7	3100
3091	1	1	2190
3096	1308	478	5310
3099	1	1	2190
3100	86	39	4130
3101	2	2	2490
3102	12	10	3270
3107	7	5	3040
3121	1	1	2190
3123	1	1	2190
3127	7	7	3040
3128	11	8	3230
3129	1	1	2190
3131	2	2	2490
3132	3	3	2670
3136	1	1	2190
3139	10	8	3190
3141	1	1	2190
3142	1	1	2190
3143	7	5	3040
3145	1	1	2190
3146	3	3	2670
3152	84	56	4120
3153	374	243	4770
3156	3	3	2670
3159	2	2	2490
3160	18	10	3450
3162	435	305	4830
3165	8	8	3100
3166	25	12	3590
3170	3292	1665	5710
3171	2278	1276	5550
3172	1	1	2190
3174	3	3	2670
3175	3	3	2670
3180	555	376	4940
3182	2	2	2490
3187	1	1	2190
3188	1	1	2190
3189	2	2	2490
3190	1	1	2190
3196	496	325	4890
3197	178	137	4440
3198	162	119	4400
3201	132	115	4310
3203	33	25	3710
3204	3	2	2670
3205	10	6	3190
3210	211	160	4520
3213	1	1	2190
3218	1	1	2190
3223	1	1	2190
3235	43	33	3830
3239	1	1	2190
3241	1	1	2190
3242	1	1	2190
3244	59	40	3960
3248	6	4	2970
3254	1	1	2190
3260	1	1	2190
3264	5	3	2890
3265	3	3	2670
3266	123	74	4280
3267	25	18	3590
3269	29	26	3660
3273	1	1	2190
3274	2	2	2490
3276	5	2	2890
3278	2	2	2490
3280	47	24	3860
3285	6	6	2970
3286	2	2	2490
3289	12	10	3270
3293	3	1	2670
3299	8	7	3100
3301	1	1	2190
3306	44	28	3840
3307	83	57	4110
3308	212	147	4520
3310	433	303	4830
3312	12	9	3270
3314	13	6	3310
3315	6	4	2970
3318	6	5	2970
3319	42	30	3820
3321	25	21	3590
3322	6	4	2970
3331	3	3	2670
3334	4	4	2790
3337	1707	1091	5420
3342	4	4	2790
3345	2	2	2490
3347	17	16	3420
3352	2	2	2490
3354	7	3	3040
3357	1	1	2190
3358	6	3	2970
3359	232	191	4560
3363	1	1	2190
3365	204	121	4500
3370	40	35	3790
3372	3016	1648	5670
3375	11658	10171	6260
3376	132	93	4310
3378	2847	1533	5650
3383	1	1	2190
3384	25	23	3590
3385	1	1	2190
3391	1	1	2190
3393	1	1	2190
3403	1	1	2190
3411	28	19	3640
3416	3	2	2670
3418	20	19	3490
3420	133	101	4320
3421	8	7	3100
3429	1	1	2190
3435	44	30	3840
3447	530	170	4920
3448	2	1	2490
3462	8	7	3100
3466	4	3	2790
3471	3	1	2670
3476	2	2	2490
3480	1	1	2190
3481	2	1	2490
3488	5	3	2890
3491	1	1	2190
3492	1	1	2190
3493	1	1	2190
3494	1076	258	5220
3498	11	9	3230
3502	4	4	2790
3505	12	9	3270
3510	7	6	3040
3512	2	2	2490
3520	4	4	2790
3522	3	3	2670
3531	2	2	2490
3533	3	3	2670
3535	2	2	2490
3536	6	1	2970
3541	31	24	3680
3542	190	131	4470
3544	7	6	3040
3550	1	1	2190
3553	4	4	2790
3565	20	17	3490
3571	10	10	3190
3574	125	98	4290
3575	868	567	5130
3577	41	39	3810
3578	2	2	2490
3583	3	3	2670
3590	4	4	2790
3592	29	22	3660
3593	2	1	2490
3596	23	16	3550
3597	13	10	3310
3598	95	66	4170
3599	16	14	3400
3601	2	2	2490
3602	2	2	2490
3608	1	1	2190
3609	20	17	3490
3610	94	69	4170
3612	12	8	3270
3613	1	1	2190
3616	3	2	2670
3619	1	1	2190
3622	3	1	2670
3627	1	1	2190
3628	14	12	3340
3630	92	63	4160
3631	1	1	2190
3634	74	70	4060
3635	62	55	3990
3636	1	1	2190
3641	8	6	3100
3646	15	5	3370
3652	63	39	3990
3653	4	2	2790
3658	1245	894	5290
3661	99	99	4190
3662	265	210	4620
3663	7	2	3040
3664	70	62	4040
3667	12	10	3270
3673	251	212	4590
3674	172	139	4430
3675	11	11	3230
3676	15	11	3370
3681	40	38	3790
3682	10	10	3190
3686	1	1	2190
3697	3	3	2670
3698	6	6	2970
3700	7	5	3040
3704	8	7	3100
3710	1	1	2190
3713	62	41	3990
3721	5	5	2890
3722	3	1	2670
3726	2	1	2490
3727	36	29	3750
3733	5	5	2890
3735	1	1	2190
3738	1	1	2190
3739	14	11	3340
3740	5	4	2890
3741	1	1	2190
3744	116	89	4260
3746	2	2	2490
3747	1	1	2190
3749	7	5	3040
3753	38	32	3770
3754	21	19	3510
3755	3	3	2670
3756	3	3	2670
3757	1	1	2190
3759	1	1	2190
3761	7	6	3040
3764	38	13	3770
3780	1	1	2190
3782	1	1	2190
3784	7	7	3040
3785	171	117	4430
3787	8	6	3100
3788	282	272	4640
3790	1	1	2190
3791	8	7	3100
3793	1	1	2190
3794	2	2	2490
3801	3	3	2670
3806	1	1	2190
3809	6	1	2970
3810	3	3	2670
3811	150	105	4370
3812	806	524	5100
3813	1	1	2190
3816	10	10	3190
3820	1	1	2190
3823	17	13	3420
3824	5	4	2890
3826	5	4	2890
3827	3	1	2670
3828	31	12	3680
3829	35	17	3740
3833	9	9	3150
3834	154	113	4380
3836	2	2	2490
3839	102	62	4200
3840	247	131	4590
3841	27	21	3620
3843	68	32	4030
3852	5	5	2890
3856	2	2	2490
3857	70	51	4040
3858	3	3	2670
3864	1	1	2190
3867	3	3	2670
3873	2	2	2490
3878	21	16	3510
3882	1	1	2190
3886	3	3	2670
3887	31	19	3680
3895	5	5	2890
3896	1	1	2190
3900	19	10	3470
3906	2	1	2490
3909	9	7	3150
3914	56	41	3940
3924	2	1	2490
3927	12	7	3270
3930	3	3	2670
3933	1	1	2190
3934	44	32	3840
3935	8	6	3100
3945	1	1	2190
3947	14477	4764	6350
3951	3	3	2670
3956	2	1	2490
3960	4	4	2790
3962	1	1	2190
3963	5	4	2890
3964	5	1	2890
3966	6	6	2970
