657	9409	18	1462	12312
657	12352	15	1462	10260
657	17178	247	1462	168947
657	20921	139	1462	95075
657	22916	26	1462	17784
657	35893	17	1462	11628
657	38908	52	1462	35568
659	167	2	6	333333
660	4993	4	51	78431
660	14318	6	51	117647
660	14408	3	51	58824
660	21327	4	51	78431
660	36219	2	51	39216
660	37283	3	51	58824
660	41194	4	51	78431
662	4993	2	64	31250
662	12383	6	64	93750
662	12416	2	64	31250
662	14318	5	64	78125
662	14322	2	64	31250
662	15373	6	64	93750
662	20921	3	64	46875
662	23617	3	64	46875
662	38801	2	64	31250
662	40749	3	64	46875
687	103	2	8	250000
687	41194	3	8	375000
688	263	10	1056	9470
688	14657	15	1056	14205
688	22927	12	1056	11364
689	5026	5	255	19608
689	14242	3	255	11765
689	14318	7	255	27451
689	16629	3	255	11765
689	21471	4	255	15686
689	21901	3	255	11765
689	22930	17	255	66667
689	23617	3	255	11765
689	26766	13	255	50980
689	27485	5	255	19608
689	31453	6	255	23529
689	33991	3	255	11765
689	38294	8	255	31373
689	41194	11	255	43137
699	5026	2	211	9479
699	9315	7	211	33175
699	13546	10	211	47393
699	14318	3	211	14218
699	14538	12	211	56872
699	15373	4	211	18957
699	20921	10	211	47393
699	21119	3	211	14218
699	22939	25	211	118483
699	31271	3	211	14218
701	41194	2	5	400000
711	20921	2	35	57143
711	21471	6	35	171429
711	41194	14	35	400000
720	2221	2	8	250000
732	1060	2	75	26667
732	5026	2	75	26667
732	12383	7	75	93333
732	13546	2	75	26667
732	15373	3	75	40000
732	20921	4	75	53333
732	21119	2	75	26667
732	21471	10	75	133333
732	39300	2	75	26667
732	41194	5	75	66667
733	13546	2	62	32258
733	20921	3	62	48387
733	21471	4	62	64516
733	22672	4	62	64516
733	23617	3	62	48387
733	31271	2	62	32258
733	38717	3	62	48387
733	41194	6	62	96774
734	5026	8	154	51948
734	12399	2	154	12987
734	13546	10	154	64935
734	14320	4	154	25974
734	20921	3	154	19481
734	21119	4	154	25974
734	21471	13	154	84416
734	26364	5	154	32468
734	38655	6	154	38961
734	38717	3	154	19481
734	39300	3	154	19481
734	41194	4	154	25974
743	5026	7	538	13011
743	15107	9	538	16729
743	19273	6	538	11152
743	20278	7	538	13011
743	22463	4	538	7435
743	22785	4	538	7435
743	29670	8	538	14870
743	32547	8	538	14870
743	36945	13	538	24164
743	37362	38	538	70632
743	37398	44	538	81784
743	38294	152	538	282528
743	38745	7	538	13011
743	41760	31	538	57621
743	41913	6	538	11152
744	4657	3	280	10714
744	5026	4	280	14286
744	14657	6	280	21429
744	18919	6	280	21429
744	19273	5	280	17857
744	22939	53	280	189286
744	34246	7	280	25000
744	37362	17	280	60714
744	37398	23	280	82143
744	38294	15	280	53571
747	41194	2	6	333333
751	41194	2	4	500000
762	1060	2	5	400000
772	103	3	67	44776
772	13140	2	67	29851
772	14318	5	67	74627
772	18687	2	67	29851
772	20921	8	67	119403
772	21471	10	67	149254
772	38717	2	67	29851
772	38801	2	67	29851
772	39300	2	67	29851
772	39905	2	67	29851
772	41194	3	67	44776
773	8856	3	527	5693
773	15915	179	527	339658
773	15950	7	527	13283
773	22785	9	527	17078
773	22939	74	527	140417
773	23355	60	527	113852
773	35910	5	527	9488
773	38788	40	527	75901
773	39300	5	527	9488
778	688	5	360	13889
778	15610	4	360	11111
778	18739	5	360	13889
778	33206	7	360	19444
778	41194	5	360	13889
790	5026	4	199	20101
790	13140	2	199	10050
